"","i","j","t","prob","collabType"
"432","10","4","2","0.000117920962417314","INTERNATIONAL"
"433","10","5","2","0.000117920962417314","INTERNATIONAL"
"434","10","6","2","0.00126961175677468","INTERNATIONAL"
"435","10","8","2","0.00126961175677468","INTERNATIONAL"
"436","10","11","2","0.00375122253931337","INTERNATIONAL"
"437","10","12","2","0.0255507000004077","INTERNATIONAL"
"438","10","15","2","0.000117920962417314","INTERNATIONAL"
"439","10","18","2","0.000117920962417314","INTERNATIONAL"
"440","10","19","2","0.000394362928728886","INTERNATIONAL"
"441","10","20","2","0.000117920962417314","INTERNATIONAL"
"442","10","25","2","0.000117920962417314","INTERNATIONAL"
"443","10","26","2","0.000117920962417314","INTERNATIONAL"
"444","10","27","2","0.000117920962417314","INTERNATIONAL"
"445","10","29","2","0.000117920962417314","INTERNATIONAL"
"446","10","33","2","0.00053802818768749","INTERNATIONAL"
"447","10","35","2","0.00126961175677468","INTERNATIONAL"
"448","10","36","2","0.00126961175677468","INTERNATIONAL"
"449","10","37","2","0.00126961175677468","INTERNATIONAL"
"450","10","38","2","0.000117920962417314","INTERNATIONAL"
"451","10","40","2","0.000117920962417314","INTERNATIONAL"
"452","10","41","2","0.000117920962417314","INTERNATIONAL"
"453","10","48","2","0.000117920962417314","INTERNATIONAL"
"454","10","49","2","0.000117920962417314","INTERNATIONAL"
"455","10","50","2","0.000117920962417314","INTERNATIONAL"
"456","10","51","2","0.000117920962417314","INTERNATIONAL"
"457","10","52","2","0.000117920962417314","INTERNATIONAL"
"458","10","53","2","0.000117920962417314","INTERNATIONAL"
"459","10","54","2","0.000117920962417314","INTERNATIONAL"
"460","10","57","2","0.000117920962417314","INTERNATIONAL"
"461","10","58","2","0.000117920962417314","INTERNATIONAL"
"462","10","66","2","0.000117920962417314","INTERNATIONAL"
"463","10","69","2","0.000117920962417314","INTERNATIONAL"
"464","10","70","2","0.000282625494621651","INTERNATIONAL"
"465","10","74","2","0.000394362928728886","INTERNATIONAL"
"466","10","75","2","0.000117920962417314","INTERNATIONAL"
"467","10","76","2","0.0255507000004077","INTERNATIONAL"
"468","10","77","2","0.0255507000004077","INTERNATIONAL"
"469","10","78","2","0.0255507000004077","INTERNATIONAL"
"470","10","79","2","0.0255507000004077","INTERNATIONAL"
"471","10","80","2","0.000117920962417314","INTERNATIONAL"
"472","10","81","2","0.000117920962417314","INTERNATIONAL"
"473","10","82","2","0.000117920962417314","INTERNATIONAL"
"474","10","83","2","0.000117920962417314","INTERNATIONAL"
"475","10","85","2","0.000117920962417314","INTERNATIONAL"
"476","10","86","2","0.000117920962417314","INTERNATIONAL"
"477","10","87","2","0.000117920962417314","INTERNATIONAL"
"478","10","88","2","0.000117920962417314","INTERNATIONAL"
"479","10","90","2","0.000117920962417314","INTERNATIONAL"
"480","10","91","2","0.000117920962417314","INTERNATIONAL"
"481","10","92","2","0.000117920962417314","INTERNATIONAL"
"482","10","93","2","0.000117920962417314","INTERNATIONAL"
"483","10","94","2","0.000117920962417314","INTERNATIONAL"
"484","10","95","2","0.000117920962417314","INTERNATIONAL"
"485","10","96","2","0.000117920962417314","INTERNATIONAL"
